Year,Life expectancy,GDP
2003,85.0,4796.56497
2002,84.0,41336.72192
2001,82.0,38538.64447
2000,79.7,37813.23426
2007,73.8,258.3529
2006,73.7,1762.24617
2005,73.5,1577.457182
2004,73.2,148.852738
2003,73.0,1253.39143
2002,72.8,1263.13455
2001,72.7,1258.421953
2000,72.6,1177.629268
2015,69.7,918.6771543
2014,69.6,114.45919
2013,69.3,14.214412
2012,68.8,954.725253
2011,68.1,834.5412953
2010,67.3,738.3475227
2009,66.7,666.3458569
2008,66.4,76.914128
2007,66.1,52.35956
2006,65.9,44.2872665
2005,65.5,337.359236
2004,65.9,39.281834
2003,65.2,236.314438
2002,64.3,189.3878519
2001,64.0,17.8159721
2000,63.7,138.436633
2015,74.9,5814.863134
2014,74.6,5941.8471
2013,74.5,6171.262444
2012,74.3,5859.915622
2011,74.1,5491.159981
2010,73.9,575.32176
2009,73.7,4212.5492
2008,73.5,4378.68746
2007,73.3,3972.26475
2006,73.0,3368.952576
2005,72.5,2893.651356
2004,71.6,2659.83918
2003,71.7,2358.93629
2002,71.4,296.54617
2001,71.2,1893.145377
2000,71.1,27.564826
2015,68.3,1161.76935
2014,68.0,1153.51578
2013,67.7,117.765674
2012,67.4,1117.77724
2011,67.2,114.56179
2010,66.9,849.8626972
2009,66.6,757.3114436
2008,66.2,643.71911
2007,65.8,524.8959363
2006,64.9,441.53226
2005,63.7,478.331859
2004,62.3,467.5438297
2003,61.0,471.4565823
2002,62.0,48.61552
2001,59.4,56.4249869
2000,58.7,422.28633
2015,59.9,551.138346
2014,59.7,62.1318489
2013,59.4,579.43485
2012,58.9,563.6894247
2011,58.3,562.3393592
2010,57.4,487.9238913
2009,56.7,499.6468713
2008,56.2,513.391914
2007,55.9,42.764743
2006,55.7,377.33629
2005,55.0,372.1721837
2004,54.9,349.9937253
2003,54.7,31.437144
2002,54.7,28.832123
2001,54.6,26.6394652
2000,54.6,26.3932935
2015,73.5,493.775387
2014,73.3,4192.349758
2013,73.2,4266.557174
2012,73.0,451.542462
2011,72.9,445.18866
2010,72.8,3547.59975
2009,72.5,37.846563
2008,72.6,3392.64743
2007,72.5,2932.315883
2006,72.4,2892.522663
2005,72.3,2594.74999
2004,72.2,2284.37858
2003,72.0,229.714718
2002,71.9,1842.44421
2001,71.8,1837.977391
2000,71.6,263.27236
2015,71.2,17321.83373
2014,71.1,19325.24283
2013,71.0,1967.83283
2012,78.0,19152.531
2011,76.0,1953.9767
2010,74.0,16683.94578
2009,71.0,1458.8796
2008,69.9,21188.11857
2007,69.7,1653.1844
2006,69.6,1495.96337
2005,69.5,12323.1275
2004,69.4,129.51914
2003,69.3,884.518666
2002,69.2,749.626612
2001,69.1,6935.721451
2000,69.1,643.947262
2015,75.3,3828.91589
2014,75.1,4271.68172
2013,74.9,4199.47253
2012,74.9,4137.55421
2011,74.8,4256.91279
2010,74.8,414.15177
2009,74.7,4129.977335
2008,74.7,431.9326
2007,74.6,3778.184171
2006,74.4,3371.71231
2005,74.2,3194.562243
2004,74.0,3112.83529
2003,73.7,2761.969249
2002,73.5,2346.5937
2001,73.2,2254.933126
2000,72.9,2213.91488
2015,75.8,1979.52569
2014,75.5,12127.22522
2013,75.2,12542.93565
2012,74.8,1172.3843
2011,74.5,11341.13395
2010,74.2,1672.5693
2009,73.9,936.499911
2008,73.5,185.68975
2007,73.2,979.49246
2006,72.8,834.869161
2005,72.4,7384.354661
2004,72.0,64.72953
2003,71.6,4718.51291
2002,71.2,366.57
2001,78.0,3119.63716
2000,74.0,4316.553895
2015,66.3,6432.668768
2014,66.0,7962.365824
2013,65.4,734.42525
2012,65.6,6675.262954
2011,65.6,5649.978486
2010,65.8,4439.23
2009,65.6,436.459223
2008,64.5,394.467675
2007,64.1,26.371428
2006,63.7,2136.66815
2005,63.3,174.51475
2004,63.5,1453.917166
2003,63.4,1283.885977
2002,63.3,967.917468
2001,64.0,774.4763388
2000,63.8,643.17518
2015,62.3,693.8963829
2014,61.5,719.172669
2013,67.0,662.492293
2012,60.0,647.74741
2011,59.3,584.3962137
2010,58.4,594.9972557
2009,57.5,647.17732
2008,56.3,449.6928183
2007,55.5,41.858631
2006,54.9,336.4593923
2005,53.2,315.788227
2004,51.3,288.236949
2003,51.0,237.9995917
2002,48.8,24.2423229
2001,47.7,234.984775
2000,46.6,257.63369
2015,71.3,2124.662666
2014,78.0,314.658296
2013,71.0,429.71554
2012,77.0,3855.42128
2011,75.0,3569.75727
2010,69.8,2965.142365
2009,69.2,2545.48341
2008,67.7,3891.37823
2007,67.5,368.68998
2006,67.7,233.18831
2005,67.0,1828.717626
2004,67.4,1367.352433
2003,67.6,148.522488
2002,67.6,879.475486
2001,67.7,78.738243
2000,67.5,635.789635
2015,77.1,3911.74689
2014,76.9,44449.7435
2013,76.7,4335.64268
2012,76.5,42112.23565
2011,76.3,4462.3129
2010,76.2,3549.14832
2009,76.0,3372.57517
2008,75.8,45758.9554
2007,75.6,42672.61323
2006,75.4,42372.22166
2005,75.3,39439.8197
2004,75.1,36161.1761
2003,74.9,3323.52318
2002,74.7,31311.35936
2001,74.5,3161.52935
2000,74.2,3371.26869
2015,77.0,15524.84247
2014,76.8,16737.89827
2013,76.8,16881.2568
2012,76.5,1592.6819
2011,77.0,14166.4998
2010,76.3,11938.212
2009,76.6,9415.17386
2008,76.4,962.312164
2007,75.4,79.69746
2006,76.2,5877.87678
2005,75.7,522.951116
2004,75.4,4117.38853
2003,75.4,3622.52284
2002,75.4,488.768855
2001,75.2,6281.37747
2000,75.1,6871.897677
2015,69.4,2137.576852
2014,69.2,25.448414
2013,69.1,197.551233
2012,68.8,174.468298
2011,68.5,1564.966945
2010,68.3,1377.8214
2009,68.0,1213.265328
2008,67.9,182.28625
2007,67.8,83.476942
2006,67.6,654.2838373
2005,67.3,546.776852
2004,67.8,465.1198869
2003,67.2,396.129969
2002,67.1,383.3494997
2001,67.4,456.734892
2000,67.1,558.221144
2015,72.0,285.83414
2014,71.7,3148.36513
2013,71.6,3167.34356
2012,71.4,3158.58688
2011,71.2,3275.91684
2010,71.0,2965.82434
2009,78.0,2643.441423
2008,75.0,2697.961375
2007,73.0,2393.367265
2006,71.0,247.97823
2005,69.9,1886.433359
2004,69.6,1787.94723
2003,69.4,158.52724
2002,69.3,1353.934819
2001,69.1,1362.61731
2000,69.0,1469.849149
2015,61.8,1313.889646
2014,61.1,1738.8822
2013,63.0,185.793359
2012,59.2,1734.93612
2011,58.2,1644.619672
2010,58.0,1463.213573
2009,57.4,1139.11233
2008,55.7,1369.68249
2007,52.6,114.587985
2006,58.0,13.154199
2005,49.3,691.3178164
2004,47.9,53.2772217
2003,46.4,429.1583434
2002,45.5,377.135244
2001,44.6,378.2736238
2000,43.8,341.955625
2015,67.0,118.69383
2014,59.2,127.47462
2013,58.0,111.227396
2012,56.6,955.648466
2011,54.9,839.927936
2010,52.4,713.63562
2009,50.0,65.824121
2008,48.2,325.678573
2007,46.6,396.9982166
2006,45.4,414.796232
2005,44.6,444.76575
2004,44.3,454.366654
2003,44.5,453.3511552
2002,44.8,57.34834
2001,45.3,548.587312
2000,46.0,547.3588785
